g535_replay_row_id,context_budget_iteration_key,role,planned_candidate_id,materialized_candidate_id,materialization_source,probe_row_id,source_round,source_loop,commit,branch,dirty_state,binary_path,method,method_alias,candidate_id,update_params_fingerprint,map,map_family,agents,seed,budget_ms,ltm_max_iterations,iteration,solution_found,sum_of_loss_ratio,time_to_first_solution,expanded_nodes,high_level_expansions,low_level_pibt_calls,trace_event_count,pibt_failure_audit_count,traffic_before_hash,traffic_after_hash,raw_log_pointer,trace_backend,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g535_no_reg_replay_00000125,maze-32-32-4|100|246|2000|final,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,committed_g534_real_solver_replay,g534_probe_00001690,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap__b2000__i2,repair5g59_low_beta_high_cap,,maze-32-32-4,maze,100,246,2000,2,final,True,1.17656342474,593,102,102,10100,11988,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000126,maze-32-32-4|100|246|2000|final,G5.35_constrained_selected_candidate,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00001686,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,100,246,2000,2,final,True,1.17656342474,606,102,102,10100,11988,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000127,maze-32-32-4|100|246|2000|final,G5.35_constrained_ultra_conservative_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00001686,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,100,246,2000,2,final,True,1.17656342474,606,102,102,10100,11988,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000128,maze-32-32-4|100|246|2000|final,safety_fallback_additive_static_candidate,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00001686,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,100,246,2000,2,final,True,1.17656342474,606,102,102,10100,11988,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000129,maze-32-32-4|100|247|1000|0,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00000158,g534_prospective_real_solver,prospective_selected_replay,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b1000__i2,repair5g59_additive_fallback,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,maze-32-32-4,maze,100,247,1000,2,0,True,1.36856302109,,146,146,14476,16169,12,14650fb0739d0383,36aa3cbac8c81e33,outputs/logs/phase5p5_repair5g534_prospective_selected_replay/phase5p5_repair5g534_prospective_checkpoints.jsonl#b1000:158,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000130,maze-32-32-4|100|247|1000|final,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00001067,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b1000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,100,247,1000,2,final,True,1.36856302109,688,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000131,maze-32-32-4|100|247|1000|final,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,committed_g534_real_solver_replay,g534_probe_00001070,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b1000__i2,repair5g59_static_flow_shield,,maze-32-32-4,maze,100,247,1000,2,final,True,1.36856302109,714,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000132,maze-32-32-4|100|247|1000|final,best_fixed_static_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,committed_g534_real_solver_replay,g534_probe_00001068,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe__b1000__i2,repair5g59_high_beta_cap_safe,,maze-32-32-4,maze,100,247,1000,2,final,True,1.36856302109,696,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000133,maze-32-32-4|100|247|1000|final,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,committed_g534_real_solver_replay,g534_probe_00001069,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap__b1000__i2,repair5g59_low_beta_high_cap,,maze-32-32-4,maze,100,247,1000,2,final,True,1.36856302109,682,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000134,maze-32-32-4|100|247|1000|final,G5.34_model_selected_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,committed_g534_real_solver_replay,g534_probe_00001068,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe__b1000__i2,repair5g59_high_beta_cap_safe,,maze-32-32-4,maze,100,247,1000,2,final,True,1.36856302109,696,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000135,maze-32-32-4|100|247|1000|0,G5.35_constrained_selected_candidate,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00000158,g534_prospective_real_solver,prospective_selected_replay,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b1000__i2,repair5g59_additive_fallback,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,maze-32-32-4,maze,100,247,1000,2,0,True,1.36856302109,,146,146,14476,16169,12,14650fb0739d0383,36aa3cbac8c81e33,outputs/logs/phase5p5_repair5g534_prospective_selected_replay/phase5p5_repair5g534_prospective_checkpoints.jsonl#b1000:158,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000136,maze-32-32-4|100|247|1000|final,G5.35_constrained_selected_candidate,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00001067,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b1000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,100,247,1000,2,final,True,1.36856302109,688,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000137,maze-32-32-4|100|247|1000|0,G5.35_constrained_ultra_conservative_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00000158,g534_prospective_real_solver,prospective_selected_replay,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b1000__i2,repair5g59_additive_fallback,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,maze-32-32-4,maze,100,247,1000,2,0,True,1.36856302109,,146,146,14476,16169,12,14650fb0739d0383,36aa3cbac8c81e33,outputs/logs/phase5p5_repair5g534_prospective_selected_replay/phase5p5_repair5g534_prospective_checkpoints.jsonl#b1000:158,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000138,maze-32-32-4|100|247|1000|final,G5.35_constrained_ultra_conservative_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00001067,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b1000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,100,247,1000,2,final,True,1.36856302109,688,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000139,maze-32-32-4|100|247|1000|0,safety_fallback_additive_static_candidate,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00000158,g534_prospective_real_solver,prospective_selected_replay,,,,build/phase1a-batch/phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b1000__i2,repair5g59_additive_fallback,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,maze-32-32-4,maze,100,247,1000,2,0,True,1.36856302109,,146,146,14476,16169,12,14650fb0739d0383,36aa3cbac8c81e33,outputs/logs/phase5p5_repair5g534_prospective_selected_replay/phase5p5_repair5g534_prospective_checkpoints.jsonl#b1000:158,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000140,maze-32-32-4|100|247|1000|final,safety_fallback_additive_static_candidate,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00001067,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b1000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,100,247,1000,2,final,True,1.36856302109,688,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000141,maze-32-32-4|100|247|2000|final,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00001694,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,100,247,2000,2,final,True,1.36856302109,630,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000142,maze-32-32-4|100|247|2000|final,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,committed_g534_real_solver_replay,g534_probe_00001696,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b2000__i2,repair5g59_static_flow_shield,,maze-32-32-4,maze,100,247,2000,2,final,True,1.36856302109,625,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000143,maze-32-32-4|100|247|2000|final,best_fixed_static_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,committed_g534_real_solver_replay,g534_probe_00001695,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe__b2000__i2,repair5g59_high_beta_cap_safe,,maze-32-32-4,maze,100,247,2000,2,final,True,1.36856302109,651,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000144,maze-32-32-4|100|247|2000|final,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,committed_g534_real_solver_replay,g534_probe_00001697,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap__b2000__i2,repair5g59_low_beta_high_cap,,maze-32-32-4,maze,100,247,2000,2,final,True,1.36856302109,621,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000145,maze-32-32-4|100|247|2000|final,G5.35_constrained_selected_candidate,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00001694,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,100,247,2000,2,final,True,1.36856302109,630,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000146,maze-32-32-4|100|247|2000|final,G5.35_constrained_ultra_conservative_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00001694,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,100,247,2000,2,final,True,1.36856302109,630,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000147,maze-32-32-4|100|247|2000|final,safety_fallback_additive_static_candidate,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00001694,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b2000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,100,247,2000,2,final,True,1.36856302109,630,146,146,14476,16169,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000148,maze-32-32-4|100|248|1000|final,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,committed_g534_real_solver_replay,g534_probe_00001075,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_additive_fallback,repair5g59_additive_fallback__b1000__i2,repair5g59_additive_fallback,,maze-32-32-4,maze,100,248,1000,2,final,True,1.36092544987,564,92,92,9095,10726,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000149,maze-32-32-4|100|248|1000|final,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,committed_g534_real_solver_replay,g534_probe_00001077,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_static_flow_shield,repair5g59_static_flow_shield__b1000__i2,repair5g59_static_flow_shield,,maze-32-32-4,maze,100,248,1000,2,final,True,1.36092544987,573,92,92,9095,10726,,,,,real_solver_trace,False,False,False,False,False
g535_no_reg_replay_00000150,maze-32-32-4|100|248|1000|final,best_fixed_static_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,committed_g534_real_solver_replay,g534_probe_00001076,g534_solver_run_row_no_checkpoint,prospective_selected_replay,cae93fe,codex/g531-slice-pilot,tracked-dirty_untracked-present,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe__b1000__i2,repair5g59_high_beta_cap_safe,,maze-32-32-4,maze,100,248,1000,2,final,True,1.36092544987,579,92,92,9095,10726,,,,,real_solver_trace,False,False,False,False,False
