candidate_id,theta_family,candidate_rows,paired_rows,success_regression_count_vs_static_flow,success_gain_count_vs_static_flow,success_rate_delta_vs_static_flow,both_success_quality_pairs_vs_static_flow,both_success_quality_delta_mean_vs_static_flow,both_success_quality_delta_median_vs_static_flow,better_count_vs_static_flow,worse_count_vs_static_flow,support_strata,support_seed_blocks,fingerprint_match_rate,candidate_recognized_all,cost_finite_all,theta_in_bounds_all,global_fixed_support_gate_passed,stage1_validation_ready,not_ready_reason,source_rounds,distance_from_current_static_flow,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g550_theta_550000086,safe_expert_mixture_with_abstention,199,199,0,4,0.0201005025126,155,-0.0100584045719,-0.00714103545,98,53,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:199,2.11171875769,1.25,1.425,1.25,0.75,0.75,1,0.8,0.95,1,1.05,0.84,0.3955,0.81,0.77897879206,9.71140474492,1,0,0,False,False,False,False,False
repair5g550_theta_550000119,safe_expert_mixture_with_abstention,199,199,0,4,0.0201005025126,147,-0.00997641701659,-0.0099009901,99,46,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:199,2.19888437232,1.25,1.0875,1.25,0.75,0.75,1,0.81,0.95,1,1.16,1.09,0.329,0.855,0.696732374608,10.9215565128,1,0,0,False,False,False,False,False
repair5g550_theta_550000063,safe_expert_mixture_with_abstention,199,199,0,1,0.00502512562814,153,-0.00596519128252,-0.00682593857,90,62,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:199,1.27389607141,1.25,1.0625,1.25,0.75,0.75,1,0.46908414834,0.95,1,0.85,0.622880629101,0.3675,0.72,1,10.45,1,0,0,False,False,False,False,False
repair5g550_theta_550000087,safe_expert_mixture_with_abstention,199,199,0,4,0.0201005025126,153,-0.00436769645952,-0.00530035336,86,63,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:199,2.96788506311,1.25,1.35,1.25,0.75,0.75,1,1.2,0.95,1,1.15,0.87,0.371,0.8175,0.517190837351,9.10444194836,1,0,0,False,False,False,False,False
repair5g550_theta_550000109,safe_expert_mixture_with_abstention,199,199,0,4,0.0201005025126,152,-0.00320606277153,-0.003061374205,84,68,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:199,3.08697195852,1.25,1.3125,1.25,0.75,0.75,1,1.17,0.95,1,1.1,1.22,0.273,0.8475,0.728692575279,8.3934184311,1,0,0,False,False,False,False,False
repair5g550_theta_550000081,safe_expert_mixture_with_abstention,199,199,0,3,0.0150753768844,154,-0.000874521535851,-0.001303489955,79,74,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:199,2.94859644816,1.25,0.9875,1.25,0.75,0.75,1,0.96,0.95,1,1.21,1.16,0.2975,0.87,0.56827141388,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000067,safe_expert_mixture_with_abstention,199,199,0,1,0.00502512562814,154,-0.000782133224097,0.000269106565,75,77,16,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:199,2.16964540553,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.638507206606,10.1160466093,1,0,0,False,False,False,False,False
repair5g550_theta_550000068,safe_expert_mixture_with_abstention,199,199,0,1,0.00502512562814,152,-0.000118912692507,0.000269106565,74,76,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:199,1.64241135139,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.909626801652,10.7790116523,1,0,0,False,False,False,False,False
repair5g550_theta_550000069,safe_expert_mixture_with_abstention,199,199,0,1,0.00502512562814,151,0.000712495198338,0.00053821313,73,76,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:199,1.81815603611,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.819253603303,10.5580233046,1,0,0,False,False,False,False,False
repair5g550_theta_550000070,safe_expert_mixture_with_abstention,199,199,0,1,0.00502512562814,150,0.00131000008426,0.001194603485,71,78,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:199,1.99390072081,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.728880404955,10.337034957,1,0,0,False,False,False,False,False
repair5g550_theta_550000066,safe_expert_mixture_with_abstention,199,199,0,2,0.0100502512563,154,0.0199652797532,0.016590321525,37,116,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:199,1.74632933599,1.25,1.4875,1.25,0.75,0.75,1,0.540337436696,0.95,1,0.96,0.892026579947,0.3185,0.6,1,9.68,1,0,0,False,False,False,False,False
repair5g550_theta_550000078,safe_expert_mixture_with_abstention,199,199,0,4,0.0201005025126,153,0.0290890611841,0.02876480541,26,126,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:199,2.59170187785,1.25,1.4375,1.25,0.75,0.75,1,0.88,0.95,1,1.08,0.88,0.385,0.585,0.759823575861,8.69980008399,1,0,0,False,False,False,False,False
repair5g550_theta_550000023,safe_expert_mixture_with_abstention,190,190,0,2,0.0105263157895,155,-0.0212226670965,-0.02222222222,114,40,14,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:190,2.39700840337,1.25,1.04356719338,1.25,0.75,0.75,1,1.11,0.95,1,0.933137841931,1.19,0.378,0.915,0.95,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000024,safe_expert_mixture_with_abstention,189,189,0,1,0.00529100529101,158,-0.00123242054182,0.000367286975,77,79,14,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:189,2.43843241037,1.25,1.06625343672,1.25,0.75,0.75,1,0.96,0.95,1,0.94306484025,1.1,0.392,0.72,0.92,8.8,1,0,0,False,False,False,False,False
repair5g550_theta_550000050,safe_expert_mixture_with_abstention,188,188,0,1,0.00531914893617,154,-0.0199181261837,-0.024802429035,123,31,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:188,1.73829036511,1.25,1.525,1.25,0.75,0.75,1,0.47502192237,0.95,1,0.89,0.715159240819,0.308,0.8925,1,9.46,1,0,0,False,False,False,False,False
repair5g550_theta_550000026,safe_expert_mixture_with_abstention,187,187,0,1,0.00534759358289,157,0.00900167848977,0.01212121213,48,108,14,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:187,2.35569015858,1.25,1.3158021134,1.25,0.75,0.75,1,1.1,0.95,1,0.794159865474,0.86,0.3325,0.585,0.82,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000044,safe_expert_mixture_with_abstention,184,184,0,0,0,149,-0.00375195667358,-0.0087124879,90,59,14,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:184,1.69330987804,1.25,1.4625,1.25,0.75,0.75,1,0.486897470429,0.95,1,1.18,0.807437852538,0.42,0.8475,1,12,1,0,0,False,False,False,False,False
repair5g550_theta_550000030,safe_expert_mixture_with_abstention,184,184,0,0,0,153,0.00438939339843,0.00532386868,67,85,15,5,1,True,True,True,False,False,insufficient_global_support,g550_generated_targeted:184,2.40358071633,1.25,0.998194706714,1.25,0.75,0.75,1,1.2,0.95,1,1.09196981503,1.12,0.28,0.8325,1,12,1,0,0,False,False,False,False,False
repair5g549_theta_549000346,alpha_cong_commit_nonprogress_sweep,30,30,0,4,0.133333333333,20,-0.045984385921,-0.04648212856,18,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.06000667998,1.25,1.10748128504,1.25,0.75,0.75,1,1,0.95,1,0.52067495865,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000327,g543_true_near_signal_neighborhood,30,30,0,2,0.0666666666667,22,-0.0459730089582,-0.04298245614,22,0,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.37628174744,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.297646804706,0.55716478567,0.898618202764,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000612,lambda_flow_lambda_cong_sweep,30,30,0,2,0.0666666666667,24,-0.0458273013125,-0.050230798815,22,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.81332397335,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.503962992074,0.775930448139,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000727,g543_true_near_signal_neighborhood,30,30,0,2,0.0666666666667,14,-0.0457450842129,-0.04761904762,14,0,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.3744854927,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.341217917564,0.514286371427,0.927061145878,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000230,negative_control,30,30,0,0,0,18,-0.04548555898,-0.04777070064,18,0,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.74475861048,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.897418205164,1.15717418565,0.35,0.75,1,8.71709056582,0,0,1,False,False,False,False,False
repair5g549_theta_549000735,goal_projection_mode_ablation,30,30,0,4,0.133333333333,14,-0.0448146535514,-0.05441570027,10,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.07802144396,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.16703216594,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549000600,negative_control,30,30,0,2,0.0666666666667,22,-0.0442056120873,-0.04748472026,20,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.87306235388,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.597383805232,0.82228485543,0.35,0.75,1,8.51097497805,0,0,1,False,False,False,False,False
repair5g549_theta_549000225,goal_projection_mode_ablation,30,30,0,0,0,18,-0.0427575918456,-0.04918032787,16,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.13966432067,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.25949648101,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549000710,negative_control,30,30,0,4,0.133333333333,16,-0.0417555474613,-0.03590256194,16,0,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.68388473222,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.709558580883,1.26680446639,0.35,0.75,1,11.9956280087,0,0,1,False,False,False,False,False
repair5g549_theta_549000247,g543_true_near_signal_neighborhood,30,30,0,0,0,18,-0.0412288374489,-0.03867151957,18,0,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.58796404907,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.438005723989,0.635907128186,0.923220403559,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000507,g543_true_near_signal_neighborhood,30,30,0,4,0.133333333333,16,-0.0411995219562,-0.036388998955,14,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.56833617166,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.694508410983,0.479946440107,0.928621892756,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000450,negative_control,30,30,0,2,0.0666666666667,20,-0.040550516286,-0.035106467945,16,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.4873081254,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.969832060336,1.41352067296,0.35,0.75,1,10.1408277183,0,0,1,False,False,False,False,False
repair5g549_theta_549000870,negative_control,30,30,0,0,0,16,-0.038933238795,-0.0367624109,12,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.69124371751,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.758494483011,1.38772972454,0.35,0.75,1,10.1016597967,0,0,1,False,False,False,False,False
repair5g549_theta_549000460,negative_control,30,30,0,4,0.133333333333,20,-0.038812244665,-0.03648732916,18,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.44181721637,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.674218651563,0.847861304277,0.35,0.75,1,9.99682000636,0,0,1,False,False,False,False,False
repair5g549_theta_549000522,lambda_flow_lambda_cong_sweep,30,30,0,4,0.133333333333,16,-0.038559986935,-0.034679778875,12,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.82199595601,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.533202933594,0.832798334403,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000515,goal_projection_mode_ablation,30,30,0,4,0.133333333333,16,-0.0378359585663,-0.034160437755,14,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.97904364191,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.01856546287,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549000232,lambda_flow_lambda_cong_sweep,30,30,0,0,0,18,-0.0375858650722,-0.04117647059,16,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.86150787698,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.522970954058,0.876718246564,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000400,negative_control,30,30,0,2,0.0666666666667,22,-0.0373072773055,-0.02956393201,18,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.50438909121,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.750302499395,1.09937930124,0.35,0.75,1,11.8870882258,0,0,1,False,False,False,False,False
repair5g549_theta_549000610,negative_control,30,30,0,2,0.0666666666667,24,-0.0368428504808,-0.044320614385,16,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.80595248809,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.677399645201,1.07019535961,0.35,0.75,1,9.12044575911,0,0,1,False,False,False,False,False
repair5g549_theta_549000227,g543_true_near_signal_neighborhood,30,30,0,0,0,18,-0.0359397008444,-0.03636363636,18,0,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.54432321969,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.63465493069,0.546790306419,0.84404006192,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000220,negative_control,30,30,0,0,0,20,-0.035689162708,-0.03085049489,18,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.30345449309,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.922016155968,1.32706234588,0.35,0.75,1,10.8369503261,0,0,1,False,False,False,False,False
repair5g549_theta_549000270,negative_control,30,30,0,2,0.0666666666667,18,-0.0352236590267,-0.04201680672,18,0,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.64970380059,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.54496491007,0.37536524927,0.35,0.75,1,8.4222991554,0,0,1,False,False,False,False,False
repair5g549_theta_549000366,alpha_cong_commit_nonprogress_sweep,30,30,0,2,0.0666666666667,20,-0.035049986556,-0.039521228545,16,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.38609002782,1.25,0.58652982694,1.25,0.75,0.75,1,1,0.95,1,0.611352777294,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000730,negative_control,30,30,0,4,0.133333333333,14,-0.0348972686986,-0.03835860839,10,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.18649072702,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.856111287777,1.09335381329,0.35,0.75,1,11.0547978904,0,0,1,False,False,False,False,False
repair5g549_theta_549000287,g543_true_near_signal_neighborhood,30,30,0,2,0.0666666666667,18,-0.0348186699833,-0.04155374887,14,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.40954810591,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.146276707447,0.450765498469,1.23259178482,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000335,goal_projection_mode_ablation,30,30,0,4,0.133333333333,22,-0.0341704130509,-0.03200775946,20,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.27766504467,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.466497567,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549000240,negative_control,30,30,0,0,0,18,-0.0338710825011,-0.02813852814,14,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,3.19241071518,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.300500399,1.30177689645,0.35,0.75,1,8.10376379247,0,0,1,False,False,False,False,False
repair5g549_theta_549000536,alpha_cong_commit_nonprogress_sweep,30,30,0,2,0.0666666666667,16,-0.0333127323325,-0.034237768585,14,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.35630708739,1.25,0.5516998966,1.25,0.75,0.75,1,1,0.95,1,0.668999662001,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000137,g543_true_near_signal_neighborhood,30,30,0,0,0,20,-0.033208924817,-0.029044186505,18,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.55554398058,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.257266085468,0.592979214042,1.10038654923,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000427,g543_true_near_signal_neighborhood,30,30,0,2,0.0666666666667,20,-0.031486186824,-0.022702363195,18,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.56103232794,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.436932926134,0.620651658697,0.914286421427,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000755,goal_projection_mode_ablation,30,30,0,2,0.0666666666667,10,-0.03121898112,-0.01496478873,10,0,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.98916162168,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.03374243252,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549000877,g543_true_near_signal_neighborhood,30,30,0,0,0,16,-0.03112953564,-0.047405204775,10,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.63507015486,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.444502510995,0.580547238906,1.06318887362,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000369,surrogate_guided_theta_if_model_exists,30,30,0,4,0.133333333333,20,-0.03109742898,-0.03126820352,18,2,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.57882026236,1.25,1.23882187236,1.25,0.75,0.75,1,1,0.95,1,0.651799196402,0.632515434969,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000252,lambda_flow_lambda_cong_sweep,30,30,0,2,0.0666666666667,18,-0.0306595744456,-0.02053571429,18,0,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.08942142116,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.715161569677,0.00687448625103,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000632,lambda_flow_lambda_cong_sweep,30,30,0,0,0,26,-0.0299861131292,-0.02651515151,26,0,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.1851992296,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.627419745161,0.0189284621431,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000872,lambda_flow_lambda_cong_sweep,30,30,0,0,0,16,-0.0298173894562,-0.025871631385,16,0,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.55589148822,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.574667850664,0.495839008322,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000177,g543_true_near_signal_neighborhood,30,30,0,0,0,20,-0.029381095219,-0.030393369185,16,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.6565339536,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.613583772832,0.429631040738,1.18492413015,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000328,g546_g548_safe_no_gain_neighborhood,30,30,0,2,0.0666666666667,22,-0.0290829698155,-0.03547671841,16,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.272664788,1.25,1.25,1.25,0.75,0.75,1,0.936143627713,0.95,1,0.998815602369,1,0.35,0.75,0.358075883848,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000567,g543_true_near_signal_neighborhood,30,30,0,2,0.0666666666667,20,-0.028647602085,-0.027228417055,16,4,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.23203076094,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.38270983458,0.334158731683,0.946361607277,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000347,g543_true_near_signal_neighborhood,30,30,0,4,0.133333333333,20,-0.028587046524,-0.026196928635,14,6,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,1.74475411882,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.596262207476,0.522140355719,1.16508816982,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000420,negative_control,30,30,0,2,0.0666666666667,20,-0.028370620362,-0.025447294015,12,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.49864610271,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.681629636741,1.17378965242,0.35,0.75,1,10.609002782,0,0,1,False,False,False,False,False
repair5g549_theta_549000360,negative_control,30,30,0,4,0.133333333333,20,-0.028361684697,-0.035456187895,12,8,4,6,1,True,True,True,False,False,insufficient_global_support,g549_fulltheta:30,2.45512318974,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.03686792626,1.31701536597,0.35,0.75,1,10.039019922,0,0,1,False,False,False,False,False
