candidate_id,topology_id,rows,success_regression_count_vs_g556_c063174,quality_delta_mean_vs_g556_c063174,better_count_vs_g556_c063174,worse_count_vs_g556_c063174,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_gcst_00157,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00158,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00159,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00160,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00161,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00162,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00163,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00164,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00165,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00166,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00167,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00168,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00169,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00170,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00171,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00172,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00173,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00174,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00175,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00176,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00177,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00178,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00179,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00180,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00181,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00182,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00183,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00184,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00185,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00186,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00187,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00188,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00189,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00190,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00191,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00192,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00193,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00194,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00195,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00196,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00197,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00198,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00199,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00200,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00201,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00202,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00203,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00204,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00205,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00206,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00207,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00208,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00209,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00210,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00211,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00212,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00213,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00214,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00215,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00216,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00217,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00218,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00219,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00220,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00221,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00222,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00223,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00224,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00225,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00226,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00227,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00228,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00229,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00230,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00231,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00232,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00233,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00234,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00235,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00236,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00237,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00238,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00239,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00240,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00241,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00242,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00243,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00244,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00245,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00246,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00247,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00248,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00249,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00250,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00251,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00252,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00253,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00254,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00255,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00256,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00257,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00258,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00259,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00260,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00261,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00262,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00263,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00264,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00265,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00266,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00267,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00268,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00269,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00270,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00271,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00272,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00273,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00274,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00275,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00276,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00277,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00278,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00279,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00280,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00281,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00282,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00283,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00284,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00285,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00286,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00287,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00288,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00289,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00290,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00291,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00292,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00293,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00294,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00295,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00296,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00297,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00298,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00299,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00300,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00301,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00302,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00303,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00304,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00305,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00306,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00307,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00308,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00309,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00310,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00311,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00312,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00313,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00314,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00315,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00316,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00317,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00318,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00319,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00320,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00321,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00322,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00323,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00324,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00325,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00326,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00327,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00328,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00329,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00330,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00331,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00332,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00333,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00334,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00335,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00336,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00337,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00338,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00339,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00340,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00341,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00342,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00343,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00344,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00345,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00346,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00347,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00348,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00349,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00350,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00351,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00352,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00353,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00354,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00355,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00356,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00357,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00358,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00359,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00360,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00361,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00362,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00363,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00364,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00365,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00366,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00367,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00368,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00369,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00370,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
g557_gcst_00371,g557_topology_044_qd_maze,155,0,,0,0,False,False,False,False,False
